coverage,detection_rate,time_to_first_victim,mission_time,redundancy,mean_connectivity,total_path_length,n_alive_end,scenario,level,seed
0.9451665312753859,1.0,18,80,8.94327460249248,0.8604938271604938,761.7997607662397,10,perfect,0.0,100
0.8872210953346856,1.0,0,75,8.667581161408322,0.7710526315789473,708.4594926252382,10,perfect,0.0,101
0.997563946406821,1.0,10,90,9.344729344729345,0.7934065934065935,876.267439230126,10,perfect,0.0,102
0.8819951338199513,1.0,0,69,7.9526436781609195,0.8171428571428571,619.7131613723917,10,perfect,0.0,103
0.8887083671811535,1.0,7,73,8.745886654478976,0.9324324324324325,723.3417568834593,10,perfect,0.0,104
0.7813896789922795,1.0,6,67,8.825793031721268,0.8808823529411766,607.9687896302394,10,perfect,0.0,105
0.9379058441558441,1.0,0,71,8.095196884465599,0.8847222222222223,677.4508785937146,10,perfect,0.0,106
0.9691433211530653,1.0,6,84,9.001675743611228,0.8800000000000001,764.5898626469041,10,perfect,0.0,107
0.9557450263905806,1.0,2,83,8.8249787595582,0.8976190476190476,837.0295995562382,10,perfect,0.0,108
0.9067315490673155,1.0,10,67,7.804561717352415,0.9441176470588236,657.2730231999261,10,perfect,0.0,109
0.9451665312753859,1.0,18,68,7.385904598195101,0.9521739130434781,688.0729245664447,10,perfect,0.0,100
0.9663286004056795,1.0,0,73,7.733837111670865,0.8932432432432431,738.6969612420735,10,perfect,0.0,101
0.9951278928136419,1.0,10,106,11.098327213382293,0.9168224299065422,998.2602653048802,10,perfect,0.0,102
0.8771289537712895,1.0,0,66,7.5210355987055015,0.8537313432835821,601.3720714826125,10,perfect,0.0,103
0.9723801787164906,1.0,6,73,7.822890559732665,0.8621621621621621,739.7325511169114,10,perfect,0.0,104
0.9959366111336855,1.0,6,76,7.944104447164423,0.8805194805194807,762.6299154672124,10,perfect,0.0,105
0.9987824675324676,1.0,0,93,9.640390085331166,0.8234042553191488,875.2639622637726,10,perfect,0.0,106
0.8514007308160779,1.0,5,60,7.123509775870291,0.8950819672131146,555.9806745461731,10,perfect,0.0,107
0.9906617945594803,1.0,2,86,8.714754098360656,0.7862068965517247,772.3270144789772,10,perfect,0.0,108
0.9205190592051906,1.0,8,66,7.464757709251101,0.9208955223880597,660.9327211503162,10,perfect,0.0,109
0.9658813972380179,1.0,41,192,21.409167367535744,0.7746113989637305,1909.4003361075952,10,perfect,0.0,100
0.9139959432048681,1.0,0,204,23.716378162450066,0.8848780487804879,1855.5670057263192,10,perfect,0.0,101
0.8018676410881039,1.0,8,151,19.975696202531644,0.8118421052631579,1436.0717435479353,10,perfect,0.0,102
0.9959448499594485,1.0,0,251,26.56758957654723,0.8817460317460317,2468.8294335077408,10,perfect,0.0,103
0.8176279447603574,1.0,6,151,19.58768007948336,0.8335526315789473,1438.7287029729887,10,perfect,0.0,104
0.9150751726940268,1.0,5,146,17.158969804618117,0.7142857142857143,1430.09225681518,10,perfect,0.0,105
0.9935064935064936,1.0,0,268,28.78186274509804,0.8925650557620819,2511.045707381729,10,perfect,0.0,106
0.9447827852212749,1.0,4,204,23.063171465406104,0.6756097560975608,1991.774279675593,10,perfect,0.0,107
0.9317904993909866,1.0,3,169,19.60958605664488,0.7741176470588235,1679.1966745045336,10,perfect,0.0,108
0.948499594484996,1.0,19,188,21.453612654980763,0.834920634920635,1874.8870125208928,10,perfect,0.0,109
0.9451665312753859,1.0,18,80,8.94327460249248,0.8604938271604938,761.7997607662397,10,packet_loss,0.0,100
0.8872210953346856,1.0,0,75,8.667581161408322,0.7710526315789473,708.4594926252382,10,packet_loss,0.0,101
0.997563946406821,1.0,10,90,9.344729344729345,0.7934065934065935,876.267439230126,10,packet_loss,0.0,102
0.8819951338199513,1.0,0,69,7.9526436781609195,0.8171428571428571,619.7131613723917,10,packet_loss,0.0,103
0.8887083671811535,1.0,7,73,8.745886654478976,0.9324324324324325,723.3417568834593,10,packet_loss,0.0,104
0.7813896789922795,1.0,6,67,8.825793031721268,0.8808823529411766,607.9687896302394,10,packet_loss,0.0,105
0.9379058441558441,1.0,0,71,8.095196884465599,0.8847222222222223,677.4508785937146,10,packet_loss,0.0,106
